kata_asli,kata_stemmed
meningkat,meningkat
Pada,Pada
2019,2019
36,36
persen,persen
persalinan,persalin
ditanggung,tanggung
BPJS,BPJS
caesar,caesar
Fenomena,Fenomena
melonjaknya,lonjak
angka,angka
caesar,caesar
indikasi,indikasi
menggambarkan,gambar
tantangan,tantang
moral,moral
hazard,hazard
peserta,serta
bebas,bebas
prosedur,prosedur
berbiaya,biaya
dianggap,anggap
gratis,gratis
Padahal,Padahal
dana,dana
JKN,JKN
berasal,asal
kontribusi,kontribusi
idealnya,ideal
dimanfaatkan,manfaat
optimal,optimal
Jika,Jika
pembuat,buat
kebijakan,kebija
menegakkan,menegak
standar,standar
indikasi,indikasi
medis,medis
ketat,ketat
angka,angka
caesar,caesar
ditanggung,tanggung
BPJS,BPJS
membengkak,bengkak
BPJS,BPJS
terancam,ancam
defisit,defisit
berdampak,dampak
kualitas,kualitas
layanan,layan
Sebagai,Sebaga
penulis,penulis
memahami,memaham
keputusan,putus
persalinan,persalin
perkara,perkara
medis,medis
aman,aman
kenyamanan,nyaman
keyakinan,yakin
pribadi,pribadi
Namun,Namun
ditempatkan,tempat
konteks,konteks
kepentingan,penting
publik,publik
memperhatikan,memperhat
keberlanjutan,keberlanjut
program,program
JKN,JKN
Jika,Jika
anggaran,anggar
habis,habis
tersedot,sedot
pos,pos
sepenuhnya,sepenuh
akses,akses
layanan,layan
hamil,hamil
berisiko,risiko
daerah,daerah
tertinggal,tinggal
terganggu,ganggu
Kebijakan,Kebija
dirumuskan,rumus
memenuhi,memenuh
hak,hak
individual,individual
menjaga,jaga
asas,asas
gotong,gotong
royong,royong
Penulis,Penulis
menyarankan,menyar
Pertama,Pertama
mengubah,ubah
narasi,narasi
terkait,kait
persalinan,persalin
Tanpa,Tanpa
edukasi,edukasi
memadai,ada
masyarakat,masyarakat
menganggap,anggap
caesar,caesar
pilihan,pilih
risiko,risiko
Promosi,Promos
kesehatan,sehat
menumbuhkan,menumbuh
pemahaman,pemaham
persalinan,persalin
normal,normal
kali,kali
aman,aman
murah,murah
pemulihannya,pemulih
cepat,cepat
komplikasi,komplikasi
Kedua,Kedua
fasilitas,fasilitas
kesehatan,sehat
tingkat,tingkat
FKTP,FKTP
garda,garda
terdepan,terdep
hamil,hamil
Namun,Namun
FKTP,FKTP
beroperasi,beroperas
24,24
jam,jam
kekurangan,kurang
alat,alat
tenaga,tenaga
medis,medis
siaga,siaga
Akibatnya,Akibat
masyarakat,masyarakat
cenderung,cenderung
merujuk,rujuk
rumah,rumah
sakit,sakit
opsi,opsi
caesar,caesar
mudah,mudah
diambil,ambil
peserta,serta
BPJS,BPJS
Penguatan,Penguat
infrastruktur,infrastruktur
kualitas,kualitas
FKTP,FKTP
Ketiga,Ketiga
transparansi,transparansi
biaya,biaya
prosedur,prosedur
BPJS,BPJS
pasien,pasien
ditingkatkan,tingkat
Masyarakat,Masyarakat
memahami,memaham
konsekuensi,konsekuensi
finansial,finansial
kesehatan,sehat
pilihan,pilih
Masih,Masih
memahami,memaham
prosedur,prosedur
rujukan,ruju
JKN,JKN
Pemeriksaan,Pemeriksa
rutin,rutin
FKTP,FKTP
formalitas,formalitas
sarana,sarana
deteksi,deteksi
komplikasi,komplikasi
Tanpa,Tanpa
pemeriksaan,pemeriksa
data,data
indikasi,indikasi
medis,medis
terpantau,pantau
memicu,memicu
kesimpangsiuran,kesimpangsiur
ditanggung,tanggung
tidaknya,tidak
operasi,operasi
caesar,caesar
Komunikasi,Komunikas
efektif,efektif
BPJS,BPJS
tenaga,tenaga
medis,medis
kunci,kunci
Dengan,Deng
edukasi,edukasi
komprehensif,komprehensif
calon,calon
kontrol,kontrol
kehamilan,hamil
bijak,bijak
caesar,caesar
sesuai,sesuai
indikasi,indikasi
medis,medis
sah,sah
Jika,Jika
tren,tren
penggunaan,guna
caesar,caesar
indikasi,indikasi
medis,medis
dibiarkan,biar
keseimbangan,keseimbang
dana,dana
jaminan,jamin
kesehatan,sehat
melindungi,lindung
masyarakat,masyarakat
terganggu,ganggu
Semua,Semua
pemangku,mang
kepentingan,penting
pemerintah,pemerintah
penyedia,penyedia
layanan,layan
peserta,serta
bersinergi,bersinerg
keberlangsungan,keberlangsung
JKN,JKN
kesehatan,sehat
anak,anak
Indonesia,Indonesia
Komisi,Komis
III,III
DPR,DPR
mengundang,undang
mantan,mantan
pemain,ain
sirkus,sirkus
Oriental,Oriental
Circus,Circus
Indonesia,Indonesia
OCI,OCI
audiensi,audiensi
rapat,rapat
dengar,dengar
pendapat,dapat
RDPU,RDPU
Mantan,Mant
pekerja,kerja
sirkus,sirkus
mengaku,menga
dieksploitasi,dieksploitas
mengalami,alam
pelanggaran,langgar
hak,hak
asasi,asasi
manusia,manusia
pengelola,pengelola
OCI,OCI
Taman,Tam
Safari,Safar
1970,1970
an,
Menurut,Menurut
anggota,anggota
Komisi,Komis
III,III
DPR,DPR
Abdullah,Abdul
audiensi,audiensi
digelar,gelar
siang,siang
Jam,Jam
14,14
00,00
WIB,WIB
rencananya,rencana
Abdullah,Abdul
dihubungi,hubung
Senin,Senin
21,21
April,April
2025,2025
Abdullah,Abdul
RDPU,RDPU
digelar,gelar
terbuka,buka
tertutup,tutup
Terbuka,Terbuka
tertutup,tutup
tergantung,gantung
kesepakatan,sepakat
forum,forum
rapat,rapat
Politikus,Politikus
Partai,Parta
Kebangkitan,Kebangkit
Bangsa,Bangsa
PKB,PKB
menyebut,menyebut
audiensi,audiensi
dihadiri,hadir
pengelola,pengelola
OCI,OCI
aktif,aktif
Adapula,Adapula
aparat,aparat
penegak,penegak
hukum,hukum
berpartisipasi,berpartisipas
audiensi,audiensi
Direktur,Direktur
Kriminal,Kriminal
Umum,Umum
Polda,Polda
Jawa,Jawa
Barat,Barat
panggil,panggil
Gus,Gus
Abduh,Abduh
sapaan,sapa
Abdullah,Abdul
Rencana,Rencana
RDPU,RDPU
eks,eks
pekerja,kerja
sirkus,sirkus
Ketua,Ketua
Komisi,Komis
III,III
Habiburokhman,Habiburokhm
Habiburokhman,Habiburokhm
berkomunikasi,berkomunikas
langsung,langsung
kuasa,kuasa
hukum,hukum
pemain,ain
sirkus,sirkus
bernama,nama
Muhammad,Muhammad
Sholeh,Sholeh
Hari,Har
Senin,Senin
panggil,panggil
RDPU,RDPU
Habiburokhman,Habiburokhm
Kompleks,Kompleks
Parlemen,Parlemen
Jakarta,Jakarta
Kamis,Kamis
17,17
April,April
2025,2025
Kala,Kala
Habiburokhman,Habiburokhm
kehadiran,hadir
korban,korban
mengaku,menga
dieksploitasi,dieksploitas
prioritas,prioritas
didengarkan,dengar
Ia,Ia
mendorong,dorong
ditindaklanjuti,ditindaklanjut
Segala,Segala
jenis,jenis
pelanggaran,langgar
hukum,hukum
orang,orang
diselesaikan,selesa
Siapa,Siapa
bertanggung,tanggung
dikenakan,kena
hukuman,hukum
berat,berat
politikus,politikus
Partai,Parta
Gerindra,Gerindra
Sejumlah,Sejum
mantan,mantan
pekerja,kerja
sirkus,sirkus
Oriental,Oriental
Circus,Circus
Indonesia,Indonesia
OCI,OCI
mengadukan,adu
dugaan,duga
eksploitasi,eksploitasi
pelanggaran,langgar
hak,hak
asasi,asasi
manusia,manusia
Kementerian,Kementer
Hak,Hak
Asasi,Asas
Manusia,Manusia
HAM,HAM
Jakarta,Jakarta
Selatan,Selat
Selasa,Selasa
15,15
April,April
2025,2025
Tindak,Tindak
kekerasan,keras
perbudakan,perbuda
eksploitasi,eksploitasi
anak,anak
mantan,mantan
pekerja,kerja
diduga,duga
1970,1970
an,
pemilik,milik
OCI,OCI
Taman,Tam
Safari,Safar
Indonesia,Indonesia
Delapan,Delap
orang,orang
perwakilan,perwakil
korban,korban
hadir,hadir
perempuan,perempuan
paruh,paruh
baya,baya
menceritakan,cerita
kronologi,kronologi
dipekerjakan,dipekerja
anak,anak
anak,anak
pemain,ain
sirkus,sirkus
OCI,OCI
Mereka,Mereka
mengaku,menga
mengalami,alam
bentuk,bentuk
penyiksaan,penyiksa
dipukul,pukul
disetrum,setrum
dipaksa,paksa
kondisi,kondisi
sakit,sakit
dipisahkan,pisah
anaknya,anak
dipaksa,paksa
makan,makan
kotoran,kotor
hewan,hewan
Wakil,Wakil
Menteri,Menter
HAM,HAM
Mugiyanto,Mugiyanto
pelanggaran,langgar
HAM,HAM
cerita,cerita
korban,korban
Ada,Ada
perbudakan,perbuda
penyiksaan,penyiksa
pelanggaran,langgar
hak,hak
aman,aman
hak,hak
pendidikan,pendid
hak,hak
identitas,identitas
hadapan,hadap
korban,korban
pendamping,damping
korban,korban
wartawan,wartaw
Ia,Ia
Kementerian,Kementer
HAM,HAM
mengambil,ambil
langkah,langkah
kejadian,kejad
kejadian,kejad
terulang,ulang
Selain,Selain
Mugiyanto,Mugiyanto
kementeriannya,kementer
berkoordinasi,berkoordinas
kementerian,kementer
lembaga,lembaga
menindaklanjuti,menindaklanjut
Komisaris,Komisaris
Taman,Tam
Safari,Safar
Indonesia,Indonesia
pelatih,latih
satwa,satwa
Oriental,Oriental
Circus,Circus
Indonesia,Indonesia
OCI,OCI
Tony,Tony
Sumampouw,Sumampouw
membantah,bantah
perusahaannya,perusaha
mengeksploitasi,mengeksploitas
pekerja,kerja
sirkus,sirkus
OCI,OCI
Apa,Apa
mengada,ada
Tony,Tony
dihubungi,hubung
pesan,pesan
WhatsApp,WhatsApp
Selasa,Selasa
15,15
April,April
2025,2025
Berbicara,Berbicara
media,media
arus,arus
utama,utama
mainstream,mainstream
perhatian,perhati
mesti,mesti
beralih,alih
media,media
konvensional,konvensional
televisi,televisi
koran,koran
majalah,majalah
radio,radio
Dengan,Deng
mempertimbangkan,mempertimbang
kekuatan,kuat
ekonomi,ekonomi
pengaruh,pengaruh
masyarakat,masyarakat
media,media
arus,arus
utama,utama
media,media
medsos,medsos
mesin,mesin
pencari,pencar
e,e
commerce,commerce
Dalam,Dalam
konteks,konteks
studi,studi
ekonomi,ekonomi
politik,politik
media,media
kian,kian
memperhitungkan,memperhitung
keberadaan,keberada
raksasa,raksasa
digital,digital
Google,Google
Facebook,Facebook
Amazon,Amazon
Microsoft,Microsoft
Merekalah,Mereka
kekuatan,kuat
utama,utama
kontestasi,kontestas
media,media
global,global
Mereka,Mereka
mengambil,ambil
keuntungan,untung
proses,proses
revolusi,revolusi
digital,digital
Penetrasi,Penetras
bisnisnya,bisnis
melampaui,lampau
batas,batas
geografis,geografis
cepat,cepat
mengubah,ubah
konstelasi,konstelasi
media,media
global,global
regional,regional
nasional,nasional
Perkembangan,Perkembang
pesat,pesat
media,media
guncangan,guncang
serius,serius
daya,daya
hidup,hidup
media,media
Indikasi,Indikas
penurunan,urun
performa,performa
industri,industri
surat,surat
kabar,kabar
jatuhnya,jatuh
harga,harga
saham,saham
perusahaan,perusaha
surat,surat
kabar,kabar
menurunnya,urun
pembaca,baca
merosotnya,merosot
pendapatan,dapat
iklan,iklan
surutnya,surut
sirkulasi,sirkulasi
menerus,menerus
Berita,Berita
surat,surat
kabar,kabar
terpaksa,paksa
gulung,gulung
tikar,tikar
perampingan,ramping
mengurangi,mengurang
frekuensi,frekuensi
volume,volume
terbitan,terbit
terdengar,dengar
penjuru,penjuru
dunia,dunia
Dari,Dar
sisi,sisi
pendapatan,dapat
iklan,iklan
khalayak,khalayak
radio,radio
TV,TV
mengalami,alam
tren,tren
penurunan,urun
Indonesia,Indonesia
terlepas,lepas
tren,tren
global,global
Tiga,Tiga
mendasar,dasar
Ada,Ada
mendasar,dasar
Pertama,Pertama
media,media
konvensional,konvensional
surut,surut
perkembangan,perkembang
media,media
digital,digital
Namun,Namun
digarisbawahi,digarisbawah
media,media
digital,digital
berkembang,kembang
pesat,pesat
mengambil,ambil
surplus,surplus
ekonomi,ekonomi
dinikmati,nikmat
media,media
konvensional,konvensional
media,media
digital,digital
global,global
Mereka,Mereka
media,media
jurnalistik,jurnalistik
web,web
mesin,mesin
pencari,pencar
medsos,medsos
e,e
commerce,commerce
Yang,Yang
aras,aras
pengambilalihan,pengambilalih
surplus,surplus
ekonomi,ekonomi
media,media
konvensional,konvensional
nasional,nasional
media,media
digital,digital
global,global
berciri,cir
nonjurnalistik,nonjurnalistik
Kedua,Kedua
perubahan,rubah
lanskap,lanskap
komunikasi,komunikasi
informasi,informasi
menciptakan,cipta
iklim,iklim
persaingan,persaing
media,media
timpang,timpang
Google,Google
Facebook,Facebook
Twitter,Twitter
Baidu,Baidu
Yahoo,Yahoo
sesungguhnya,sungguh
perusahaan,perusaha
media,media
Meski,Mesk
teknologi,teknologi
model,model
hubungan,hubung
khalayak,khalayak
dikembangkan,kembang
berbeda,beda
posisi,posisi
media,media
sesungguhnya,sungguh
media,media
dualitas,dualitas
institusi,institusi
sosial,sosial
melayani,layan
masyarakat,masyarakat
informasi,informasi
komunikasi,komunikasi
institusi,institusi
bisnis,bisnis
motif,motif
utamanya,utama
keuntungan,untung
ekonomi,ekonomi
Mereka,Mereka
perusahaan,perusaha
media,media
proses,proses
komodifikasi,komodifikas
informasi,informasi
meraih,raih
keuntungan,untung
pendapatan,dapat
iklan,iklan
Namun,Namun
praktiknya,praktik
media,media
sepenuhnya,sepenuh
diperlakukan,diperlaku
subyek,subyek
hukum,hukum
perusahaan,perusaha
media,media
Mereka,Mereka
hadir,hadir
kekuatan,kuat
pengaruh,pengaruh
langsung,langsung
memengaruhi,memengaruh
daya,daya
hidup,hidup
media,media
mengalami,alam
pelembagaan,lembaga
rupa,rupa
Dalam,Dalam
konteks,konteks
tercipta,cipta
iklim,iklim
persaingan,persaing
timpang,timpang
Media,Media
bergerak,gerak
aturan,atur
batasan,batas
larangan,larang
media,media
beroperasi,beroperas
aturan,atur
batasan,batas
Ketiga,Ketiga
media,media
menggantikan,menggant
kedudukan,kedudu
fungsi,fungsi
media,media
ruang,ruang
publik,publik
beradab,adab
Tanpa,Tanpa
mengesampingkan,mengesamping
peranan,peran
demokratisnya,demokratis
medsos,medsos
berkembang,kembang
forum,forum
diskusi,diskusi
mengesampingkan,mengesamping
kepantasan,pantas
ruang,ruang
publik,publik
etika,etika
komunikasi,komunikasi
Medsos,Medsos
berkembang,kembang
sarana,sarana
artikulasi,artikulasi
kebebasan,bebas
sarana,sarana
menuangkan,uang
sikap,sikap
acuh,acuh
acuh,acuh
prasangka,prasangka
buruk,buruk
kebencian,kebenc
Dalam,Dalam
perwujudan,perwujud
ruang,ruang
publik,publik
beretika,etika
beradab,adab
kedudukan,kedudu
media,media
konvensional,konvensional
tergantikan,tergant
Bukan,Bu
arti,arti
media,media
konvensional,konvensional
kelemahan,lemah
kelemahan,lemah
kelemahan,lemah
dikontrol,kontrol
sistem,sistem
terlembaga,lembaga
Ada,Ada
sistem,sistem
hukum,hukum
etika,etika
mengantisipasi,mengantisipas
mengendalikan,endal
praktik,praktik
kebebasan,bebas
media,media
konvensional,konvensional
Sementara,Sementara
antisipasi,antisipasi
pengendalian,endal
penerapan,penerap
etika,etika
komunikasi,komunikasi
medsos,medsos
sulit,sulit
terbentur,bentur
anonimitas,anonimitas
ambiguitas,ambiguitas
posisi,posisi
ruang,ruang
publik,publik
ruang,ruang
privat,privat
ambivalensi,ambivalensi
komunikasi,komunikasi
massa,massa
komunikasi,komunikasi
interpersonal,interpersonal
sifat,sifat
media,media
berbasis,basis
internet,internet
berkarakter,karakter
transnasional,transnasional
borderless,borderless
Fungsi,Fungs
medsos,medsos
ruang,ruang
komunikasi,komunikasi
mengalami,alam
pelembagaan,lembaga
tuntas,tuntas
Hal,Hal
pajak,pajak
pengelola,pengelola
medsos,medsos
diterapkan,terap
sepenuhnya,sepenuh
pengelola,pengelola
medsos,medsos
imunitas,imunitas
sengketa,sengketa
penyebaran,penyebar
hoaks,hoaks
medsos,medsos
Proteksi,Proteks
negara,negara
Bertolak,Bertolak
kenyataan,nyata
mempertahankan,mempertah
eksistensi,eksistensi
media,media
konvensional,konvensional
media,media
jurnalistik,jurnalistik
semestinya,semest
prioritas,prioritas
Keberadaan,Keberada
pers,pers
kekuatan,kuat
keempat,empat
demokrasi,demokrasi
relevan,relevan
mendesak,desak
diselamatkan,selamat
Semakin,Semakin
derasnya,deras
arus,arus
hoaks,hoaks
medsos,medsos
masyarakat,masyarakat
butuh,butuh
pers,pers
profesional,profesional
beretika,etika
Hoaks,Hoaks
mesti,mesti
dilawan,dilaw
informasi,informasi
proporsional,proporsional
bertanggung,tanggung
Pers,Pers
profesional,profesional
diharapkan,harap
medsos,medsos
mengingkari,ingkar
kelemahan,lemah
pers,pers
profesional,profesional
terkait,kait
penegakan,penega
etika,etika
jurnalistik,jurnalistik
Mempertahankan,Mempertah
eksistensi,eksistensi
pers,pers
media,media
massa,massa
konvensional,konvensional
strategis,strategis
konteks,konteks
demokratisasi,demokratisasi
perwujudan,perwujud
ruang,ruang
publik,publik
beradab,adab
Mempertahankan,Mempertah
eksistensi,eksistensi
media,media
jurnalistik,jurnalistik
memiliki,milik
makna,makna
resiprokral,resiprokral
Di,D
sisi,sisi
media,media
jurnalistik,jurnalistik
dituntut,tuntut
Mereka,Mereka
menyesuaikan,menyesua
perubahan,rubah
perilaku,perilaku
masyarakat,masyarakat
kian,kian
terpola,pola
mengakses,akses
informasi,informasi
digital,digital
Problem,Problem
masyarakat,masyarakat
kekurangan,kurang
informasi,informasi
kelimpahruahan,kelimpahruah
informasi,informasi
Di,D
media,media
jurnalistik,jurnalistik
mempertahankan,mempertah
standar,standar
jurnalisme,jurnalisme
baku,baku
Mengikuti,Mengikut
mode,mode
penyajian,penyaj
informasi,informasi
serba,serba
instan,instan
cepat,cepat
memperhatikan,memperhat
akurasi,akurasi
kelayakan,kelaya
ruang,ruang
publik,publik
media,media
jurnalistik,jurnalistik
masuk,masuk
habitat,habitat
kompetitornya,kompetitor
medsos,medsos
Semestinya,Semest
media,media
jurnalistik,jurnalistik
menampilkan,menampil
medsos,medsos
Hoaks,Hoaks
mesti,mesti
dilawan,dilaw
jurnalisme,jurnalisme
beradab,adab
mencerahkan,cerah
masyarakat,masyarakat
Negara,Negara
mesti,mesti
hadir,hadir
proteksi,proteksi
Bukan,Bu
proteksi,proteksi
arti,arti
rigid,rigid
komitmen,komitmen
menciptakan,cipta
iklim,iklim
bisnis,bisnis
media,media
sehat,sehat
Bukan,Bu
perlakuan,perlaku
khusus,khusus
perusahaan,perusaha
medsos,medsos
mesin,mesin
pencari,pencar
e,e
commerce,commerce
asing,asing
memperlakukan,memperlaku
layaknya,layak
perusahaan,perusaha
media,media
Jika,Jika
perusahaan,perusaha
media,media
mesti,mesti
bayar,bayar
pajak,pajak
perusahaan,perusaha
media,media
asing,asing
bayar,bayar
pajak,pajak
Jika,Jika
perusahaan,perusaha
media,media
nasional,nasional
mesti,mesti
membayar,bayar
royalti,royalti
hak,hak
cipta,cipta
konten,konten
media,media
semestinya,semest
perusahaan,perusaha
asing,asing
membayar,bayar
memanfaatkan,manfaat
konten,konten
media,media
nasional,nasional
Jika,Jika
perusahaan,perusaha
media,media
berbadan,bad
hukum,hukum
Indonesia,Indonesia
syarat,syarat
menjalankan,menjal
bisnis,bisnis
media,media
berlaku,berla
perusahaan,perusaha
media,media
asing,asing
Mempertahankan,Mempertah
eksistensi,eksistensi
media,media
massa,massa
nasional,nasional
pengertian,pengert
menciptakan,cipta
iklim,iklim
persaingan,persaing
usaha,usaha
seimbang,imbang
sehat,sehat
Mereka,Mereka
negara,negara
peserta,serta
Konferensi,Konferens
Asia,Asia
Afrika,Afrika
1955,1955
sikap,sikap
tunduk,tunduk
polarisasi,polarisasi
Perang,Perang
Dingin,Dingin
memilih,memilih
netralitas,netralitas
strategi,strategi
mempertahankan,mempertah
kedaulatan,daulat
Netralitas,Netralitas
bentuk,bentuk
resistensi,resistens
logika,logika
dominasi,dominasi
pelarian,pelar
tanggung,tanggung
sejarah,sejarah
Ia,Ia
lahir,lahir
tekad,tekad
berdiri,berdir
subyek,subyek
politik,politik
tatanan,tatanan
dunia,dunia
dibelah,dibe
blok,blok
kekuasaan,kuasa
Namun,Namun
dunia,dunia
berubah,ubah
Polarisasi,Polarisas
ideologis,ideologis
memudar,udar
struktur,struktur
kekuasaan,kuasa
global,global
runtuh,runtuh
Hari,Har
menyaksikan,menyaks
transformasi,transformasi
dunia,dunia
bipolar,bipolar
dunia,dunia
semu,semu
multipolar,multipolar
Kekuatan,Kekuat
kekuatan,kuat
muncul,muncul
sistem,sistem
ekonomi,ekonomi
politik,politik
menopang,menopang
ketimpangan,timpang
bertahan,bertah
Kapitalisme,Kapitalisme
global,global
melemah,lemah
menyesuaikan,menyesua
wajah,wajah
Dalam,Dalam
lanskap,lanskap
negara,negara
negara,negara
Global,Global
South,South
terjebak,jebak
struktur,struktur
relasi,relasi
timpang,timpang
perdagangan,perdagang
teknologi,teknologi
keuangan,uang
narasi,narasi
Perang,Perang
dagang,dagang
AS,AS
China,China
memanas,memanas
memperjelas,memperjelas
dinamika,dinamika
Presiden,Presiden
Trump,Trump
menerapkan,menerap
tarif,tarif
145,145
persen,persen
produk,produk
China,China
dalih,dalih
melindungi,lindung
industri,industri
domestik,domestik
menanggapi,anggap
tuduhan,tuduh
keterlibatan,keterlibat
China,China
distribusi,distribusi
fentanil,fentanil
pasar,pasar
AS,AS
China,China
membalas,balas
tarif,tarif
125,125
persen,persen
produk,produk
produk,produk
AS,AS
Konflik,Konflik
pertukaran,pertukar
kebijakan,kebija
fiskal,fiskal
perang,perang
simbol,simbol
dominasi,dominasi
kontrol,kontrol
ekonomi,ekonomi
dunia,dunia
Dampaknya,Dampak
dirasakan,rasa
negara,negara
negara,negara
Global,Global
South,South
terlibat,libat
langsung,langsung
pertarungan,pertarung
Tarif,Tarif
sanksi,sanksi
alat,alat
ekonomi,ekonomi
senjata,senjata
geopolitik,geopolitik
Negara,Negara
negara,negara
memiliki,milik
kekuatan,kuat
struktural,struktural
dipaksa,paksa
penonton,penonton
menanggung,anggung
biaya,biaya
Ekspor,Ekspor
terganggu,ganggu
nilai,nilai
tukar,tukar
bergejolak,gejolak
ketergantungan,ketergantung
pasar,pasar
pisau,pisau
bermata,mata
Keberpihakan,Keberpiha
strategis,strategis
Dalam,Dalam
netralitas,netralitas
memperburuk,memperburuk
posisi,posisi
negara,negara
berkembang,kembang
memiliki,milik
daya,daya
tawar,tawar
menghadapi,hadap
tekanan,tekan
eksternal,eksternal
Dunia,Dunia
beroperasi,beroperas
logika,logika
sanksi,sanksi
tarif,tarif
menyediakan,menyedia
ruang,ruang
aman,aman
posisi,posisi
diam,diam
Kita,Kita
bicara,bicara
keberpihakan,keberpiha
ideologis,ideologis
era,era
Perang,Perang
Dingin,Dingin
Hari,Har
butuhkan,butuh
netralitas,netralitas
keberpihakan,keberpiha
strategis,strategis
berpijak,pijak
kedaulatan,daulat
pembangunan,bangun
nasional,nasional
kekuatan,kuat
domestik,domestik
Ini,In
pragmatisme,pragmatisme
dibingkai,bingka
visi,visi
jangka,jangka
oportunisme,oportunisme
Dalam,Dalam
lanskap,lanskap
China,China
mitra,mitra
membuka,buka
peluang,peluang
negara,negara
berkembang,kembang
Pendekatannya,Pendekat
mengikat,ikat
politik,politik
tawarannya,tawar
kali,kali
konkret,konkret
dibandingkan,banding
janji,janji
retoris,retoris
kekuatan,kuat
Soft,Soft
power,power
China,China
insentif,insentif
ekonomi,ekonomi
disertai,serta
tekanan,tekan
ideologis,ideologis
Melalui,Melalu
Belt,Belt
and,and
Road,Road
Initiative,Initiative
lembaga,lembaga
keuangan,uang
pembangunan,bangun
alternatif,alternatif
jaringan,jaring
dagang,dagang
digital,digital
China,China
menghadirkan,hadir
kerangka,kerangka
kerja,kerja
cair,cair
dibandingkan,banding
lembaga,lembaga
Global,Global
North,North
IMF,IMF
Bank,Bank
Dunia,Dunia
kerap,kerap
membawa,bawa
agenda,agenda
liberalisasi,liberalisasi
paksa,paksa
Di,D
Afrika,Afrika
China,China
menggelontorkan,gelontor
4,4
6,6
miliar,miliar
dollar,dollar
AS,AS
setahun,tahun
Sebanyak,Sebanyak
68,68
persennya,persen
disalurkan,salur
Angola,Angola
Sisanya,Sisa
tersebar,sebar
30,30
proyek,proyek
sektor,sektor
pertanian,pertan
energi,energi
manufaktur,manufaktur
pertambangan,pertambang
Di,D
Asia,Asia
Tenggara,Tenggara
China,China
memperluas,memperluas
produksi,produksi
manufakturnya,manufaktur
Vietnam,Vietnam
Thailand,Thailand
Malaysia,Malaysia
Ekspansi,Ekspans
sektor,sektor
panel,panel
surya,surya
respons,respons
tarif,tarif
AS,AS
Di,D
Amerika,Amerika
Latin,Latin
China,China
mengamankan,gam
proyek,proyek
kereta,kereta
api,api
pelabuhan,labuh
pembangkit,bangkit
energi,energi
Brasil,Brasil
Ekuador,Ekuador
Uni,Un
Eropa,Eropa
terpaksa,paksa
