kata_awal,kata_stemming
rujukan,ruju
jkn,jkn
pemeriksaan,pemeriksa
rutin,rutin
fktp,fktp
formalitas,formalitas
sarana,sarana
deteksi,deteksi
komplikasi,komplikasi
pemeriksaan,pemeriksa
data,data
indikasi,indikasi
medis,medis
terpantau,terpantau
memicu,memicu
kesimpangsiuran,kesimpangsiur
ditanggung,tanggung
tidaknya,tidak
operasi,operasi
caesar,caesar
komunikasi,komunikasi
efektif,efektif
bpjs,bpjs
tenaga,tenaga
medis,medis
kunci,kunci
edukasi,edukasi
komprehensif,komprehensif
calon,calon
kontrol,kontrol
kehamilan,hamil
bijak,bijak
caesar,caesar
sesuai,sesuai
indikasi,indikasi
medis,medis
sah,sah
tren,tren
penggunaan,pengguna
caesar,caesar
indikasi,indikasi
medis,medis
dibiarkan,biar
keseimbangan,keseimbang
dana,dana
jaminan,jamin
kesehatan,sehat
melindungi,lindung
masyarakat,masyarakat
terganggu,terganggu
pemangku,mang
kepentingan,penting
pemerintah,pemerin
penyedia,penyedia
layanan,layan
peserta,serta
bersinergi,bersinerg
keberlangsungan,keberlangsung
jkn,jkn
kesehatan,sehat
anak,anak
indonesia,indonesia
komisi,komisi
iii,ii
dpr,dpr
mengundang,mengundang
mantan,mantan
pemain,main
sirkus,sirkus
oriental,oriental
circus,circus
indonesia,indonesia
oci,oc
audiensi,audiensi
rapat,rapat
dengar,dengar
pendapat,pendapat
rdpu,rdpu
mantan,mantan
pekerja,kerja
sirkus,sirkus
mengaku,menga
dieksploitasi,dieksploitas
mengalami,mengalam
pelanggaran,langgar
hak,hak
asasi,asasi
manusia,manusia
pengelola,pengelola
oci,oc
taman,taman
safari,safari
1970,1970
an,an
anggota,anggota
komisi,komisi
iii,ii
dpr,dpr
abdullah,abdul
audiensi,audiensi
digelar,gelar
siang,siang
jam,jam
14,14
00,00
wib,wib
rencananya,rencana
abdullah,abdul
dihubungi,hubung
senin,senin
21,21
april,april
2025,2025
abdullah,abdul
rdpu,rdpu
digelar,gelar
terbuka,terbuka
tertutup,tertutup
terbuka,terbuka
tertutup,tertutup
tergantung,tergantung
kesepakatan,sepakat
forum,forum
rapat,rapat
politikus,politikus
partai,partai
kebangkitan,bangkit
bangsa,bangsa
pkb,pkb
menyebut,menyebut
audiensi,audiensi
dihadiri,hadir
pengelola,pengelola
oci,oc
aktif,aktif
adapula,adapula
aparat,aparat
penegak,penegak
hukum,hukum
berpartisipasi,berpartisipas
audiensi,audiensi
direktur,direktur
kriminal,kriminal
polda,polda
jawa,jawa
barat,barat
panggil,panggil
gus,gus
abduh,abduh
sapaan,sapa
abdullah,abdul
rencana,rencana
rdpu,rdpu
eks,eks
pekerja,kerja
sirkus,sirkus
ketua,ketua
komisi,komisi
iii,ii
habiburokhman,habiburokhm
habiburokhman,habiburokhm
berkomunikasi,berkomunikas
langsung,langsung
kuasa,kuasa
hukum,hukum
pemain,main
sirkus,sirkus
bernama,bernama
muhammad,muhammad
sholeh,sholeh
senin,senin
panggil,panggil
rdpu,rdpu
habiburokhman,habiburokhm
kompleks,kompleks
parlemen,parlemen
jakarta,jakarta
kamis,kamis
17,17
april,april
2025,2025
habiburokhman,habiburokhm
kehadiran,hadir
korban,korban
mengaku,menga
dieksploitasi,dieksploitas
prioritas,prioritas
didengarkan,dengar
mendorong,mendorong
ditindaklanjuti,ditindaklanjut
jenis,jenis
pelanggaran,langgar
hukum,hukum
orang,orang
diselesaikan,selesai
bertanggung,bertanggung
dikenakan,kena
hukuman,hukum
berat,berat
politikus,politikus
partai,partai
gerindra,gerindra
mantan,mantan
pekerja,kerja
sirkus,sirkus
oriental,oriental
circus,circus
indonesia,indonesia
oci,oc
mengadukan,mengadu
dugaan,duga
eksploitasi,eksploitasi
pelanggaran,langgar
hak,hak
asasi,asasi
manusia,manusia
kementerian,menteri
hak,hak
asasi,asasi
manusia,manusia
ham,ham
jakarta,jakarta
selatan,selatan
selasa,selasa
15,15
april,april
2025,2025
tindak,tindak
kekerasan,keras
perbudakan,perbuda
eksploitasi,eksploitasi
anak,anak
mantan,mantan
pekerja,kerja
diduga,duga
1970,1970
an,an
pemilik,milik
oci,oc
taman,taman
safari,safari
indonesia,indonesia
delapan,delapan
orang,orang
perwakilan,perwakil
korban,korban
hadir,hadir
perempuan,perempuan
paruh,paruh
baya,baya
menceritakan,mencerita
kronologi,kronologi
dipekerjakan,dipekerja
anak,anak
anak,anak
pemain,main
sirkus,sirkus
oci,oc
mengaku,menga
mengalami,mengalam
bentuk,bentuk
penyiksaan,penyiksa
dipukul,pukul
disetrum,setrum
dipaksa,paksa
kondisi,kondisi
sakit,sakit
dipisahkan,pisah
anaknya,anak
dipaksa,paksa
makan,makan
kotoran,kotor
hewan,hewan
wakil,wakil
menteri,menteri
ham,ham
mugiyanto,mugiyanto
pelanggaran,langgar
ham,ham
cerita,cerita
korban,korban
perbudakan,perbuda
penyiksaan,penyiksa
pelanggaran,langgar
hak,hak
aman,aman
hak,hak
pendidikan,pendidi
hak,hak
identitas,identitas
hadapan,hadap
korban,korban
pendamping,pendamping
korban,korban
wartawan,wartaw
kementerian,menteri
ham,ham
mengambil,mengambil
langkah,langkah
kejadian,jadi
kejadian,jadi
terulang,terulang
mugiyanto,mugiyanto
kementeriannya,menteri
berkoordinasi,berkoordinas
kementerian,menteri
lembaga,lembaga
menindaklanjuti,menindaklanjut
komisaris,komisaris
taman,taman
safari,safari
indonesia,indonesia
pelatih,latih
satwa,satwa
oriental,oriental
circus,circus
indonesia,indonesia
oci,oc
tony,tony
sumampouw,sumampouw
membantah,memb
perusahaannya,perusaha
mengeksploitasi,mengeksploitas
pekerja,kerja
sirkus,sirkus
oci,oc
mengada,mengada
tony,tony
dihubungi,hubung
pesan,pesan
whatsapp,whatsapp
selasa,selasa
15,15
april,april
2025,2025
berbicara,berbicara
media,media
arus,arus
utama,utama
mainstream,mainstream
perhatian,perhati
mesti,mesti
beralih,beralih
media,media
konvensional,konvensional
televisi,televisi
koran,koran
majalah,majalah
radio,radio
mempertimbangkan,mempertimbang
kekuatan,kuat
ekonomi,ekonomi
pengaruh,pengaruh
masyarakat,masyarakat
media,media
arus,arus
utama,utama
media,media
medsos,medsos
mesin,mesin
pencari,pencar
e,e
commerce,commerce
konteks,konteks
studi,studi
ekonomi,ekonomi
politik,politik
media,media
kian,kian
memperhitungkan,memperhitung
keberadaan,keberada
raksasa,raksasa
digital,digital
google,google
facebook,facebook
amazon,amazon
microsoft,microsoft
kekuatan,kuat
utama,utama
kontestasi,kontestas
media,media
global,global
mengambil,mengambil
keuntungan,untung
proses,proses
revolusi,revolusi
digital,digital
penetrasi,penetrasi
bisnisnya,bisnis
melampaui,lampau
batas,batas
geografis,geografis
cepat,cepat
mengubah,mengubah
konstelasi,konstelasi
media,media
global,global
regional,regional
nasional,nasional
perkembangan,perkembang
pesat,pesat
media,media
guncangan,guncang
serius,serius
daya,daya
hidup,hidup
media,media
indikasi,indikasi
penurunan,penurun
performa,performa
industri,industri
surat,surat
kabar,kabar
jatuhnya,jatuh
harga,harga
saham,saham
perusahaan,perusaha
surat,surat
kabar,kabar
menurunnya,menurun
pembaca,pembaca
merosotnya,merosot
pendapatan,pendapat
iklan,iklan
surutnya,surut
sirkulasi,sirkulasi
menerus,menerus
berita,berita
surat,surat
kabar,kabar
terpaksa,terpaksa
gulung,gulung
tikar,tikar
perampingan,ramping
mengurangi,mengurang
frekuensi,frekuensi
volume,volume
terbitan,terbit
terdengar,terdengar
penjuru,penjuru
dunia,dunia
sisi,sisi
pendapatan,pendapat
iklan,iklan
khalayak,khalayak
radio,radio
tv,tv
mengalami,mengalam
tren,tren
penurunan,penurun
indonesia,indonesia
terlepas,terlepas
tren,tren
global,global
mendasar,mendasar
mendasar,mendasar
media,media
konvensional,konvensional
surut,surut
perkembangan,perkembang
media,media
digital,digital
digarisbawahi,digarisbawah
media,media
digital,digital
berkembang,berkembang
pesat,pesat
mengambil,mengambil
surplus,surplus
ekonomi,ekonomi
dinikmati,nikmat
media,media
konvensional,konvensional
media,media
digital,digital
global,global
media,media
jurnalistik,jurnalistik
web,web
mesin,mesin
pencari,pencar
medsos,medsos
e,e
commerce,commerce
aras,aras
pengambilalihan,pengambilalih
surplus,surplus
ekonomi,ekonomi
media,media
konvensional,konvensional
nasional,nasional
media,media
digital,digital
global,global
berciri,bercir
nonjurnalistik,nonjurnalistik
perubahan,rubah
lanskap,lanskap
komunikasi,komunikasi
informasi,informasi
menciptakan,mencipta
iklim,iklim
persaingan,persaing
media,media
timpang,timpang
google,google
facebook,facebook
twitter,twitter
baidu,baidu
yahoo,yahoo
sesungguhnya,sungguh
perusahaan,perusaha
media,media
teknologi,teknologi
model,model
hubungan,hubung
khalayak,khalayak
dikembangkan,kembang
berbeda,berbeda
posisi,posisi
media,media
sesungguhnya,sungguh
media,media
dualitas,dualitas
institusi,institusi
sosial,sosial
melayani,layan
masyarakat,masyarakat
informasi,informasi
komunikasi,komunikasi
institusi,institusi
bisnis,bisnis
motif,motif
utamanya,utama
keuntungan,untung
ekonomi,ekonomi
perusahaan,perusaha
media,media
proses,proses
komodifikasi,komodifikas
informasi,informasi
meraih,raih
keuntungan,untung
pendapatan,pendapat
iklan,iklan
praktiknya,praktik
media,media
sepenuhnya,sepenuh
diperlakukan,diperlaku
subyek,subyek
hukum,hukum
perusahaan,perusaha
media,media
hadir,hadir
kekuatan,kuat
pengaruh,pengaruh
langsung,langsung
memengaruhi,memengaruh
daya,daya
hidup,hidup
media,media
mengalami,mengalam
pelembagaan,lembaga
rupa,rupa
konteks,konteks
tercipta,tercipta
iklim,iklim
persaingan,persaing
timpang,timpang
media,media
bergerak,bergerak
aturan,atur
batasan,batas
larangan,larang
media,media
beroperasi,beroperas
aturan,atur
batasan,batas
ketiga,tiga
media,media
menggantikan,mengganti
kedudukan,kedudu
fungsi,fungsi
media,media
ruang,ruang
publik,publik
beradab,beradab
mengesampingkan,mengesamping
peranan,peran
demokratisnya,demokratis
medsos,medsos
berkembang,berkembang
forum,forum
diskusi,diskusi
mengesampingkan,mengesamping
kepantasan,pantas
ruang,ruang
publik,publik
etika,etika
komunikasi,komunikasi
medsos,medsos
berkembang,berkembang
sarana,sarana
artikulasi,artikulasi
kebebasan,bebas
sarana,sarana
menuangkan,menuang
sikap,sikap
acuh,acuh
acuh,acuh
prasangka,prasangka
buruk,buruk
kebencian,benci
perwujudan,perwujud
ruang,ruang
publik,publik
beretika,beretika
beradab,beradab
kedudukan,kedudu
media,media
konvensional,konvensional
tergantikan,terganti
arti,arti
media,media
konvensional,konvensional
kelemahan,lemah
kelemahan,lemah
kelemahan,lemah
dikontrol,kontrol
sistem,sistem
terlembaga,terlembaga
sistem,sistem
hukum,hukum
etika,etika
mengantisipasi,mengantisipas
mengendalikan,mengendali
praktik,praktik
kebebasan,bebas
media,media
konvensional,konvensional
antisipasi,antisipasi
pengendalian,pengendali
penerapan,penerap
etika,etika
komunikasi,komunikasi
medsos,medsos
sulit,sulit
terbentur,terbentur
anonimitas,anonimitas
ambiguitas,ambiguitas
posisi,posisi
ruang,ruang
publik,publik
ruang,ruang
privat,privat
ambivalensi,ambivalensi
komunikasi,komunikasi
massa,massa
komunikasi,komunikasi
interpersonal,interpersonal
sifat,sifat
media,media
berbasis,berbasis
internet,internet
berkarakter,berkarakter
transnasional,transnasional
borderless,borderless
fungsi,fungsi
medsos,medsos
ruang,ruang
komunikasi,komunikasi
mengalami,mengalam
pelembagaan,lembaga
tuntas,tuntas
pajak,pajak
pengelola,pengelola
medsos,medsos
diterapkan,terap
sepenuhnya,sepenuh
pengelola,pengelola
medsos,medsos
imunitas,imunitas
sengketa,sengketa
penyebaran,penyebar
hoaks,hoaks
medsos,medsos
proteksi,proteksi
negara,negara
bertolak,bertolak
kenyataan,nyata
mempertahankan,mempertahan
eksistensi,eksistensi
media,media
konvensional,konvensional
media,media
jurnalistik,jurnalistik
semestinya,semest
prioritas,prioritas
keberadaan,keberada
pers,pers
kekuatan,kuat
keempat,empat
demokrasi,demokrasi
relevan,relevan
mendesak,mendesak
diselamatkan,selamat
derasnya,deras
arus,arus
hoaks,hoaks
medsos,medsos
masyarakat,masyarakat
butuh,butuh
pers,pers
profesional,profesional
beretika,beretika
hoaks,hoaks
mesti,mesti
dilawan,dilaw
informasi,informasi
proporsional,proporsional
bertanggung,bertanggung
pers,pers
profesional,profesional
diharapkan,harap
medsos,medsos
mengingkari,mengingkar
kelemahan,lemah
pers,pers
profesional,profesional
terkait,terkait
penegakan,penega
etika,etika
jurnalistik,jurnalistik
mempertahankan,mempertahan
eksistensi,eksistensi
pers,pers
media,media
massa,massa
konvensional,konvensional
strategis,strategis
konteks,konteks
demokratisasi,demokratisasi
perwujudan,perwujud
ruang,ruang
publik,publik
beradab,beradab
mempertahankan,mempertahan
eksistensi,eksistensi
media,media
jurnalistik,jurnalistik
memiliki,milik
makna,makna
resiprokral,resiprokral
sisi,sisi
media,media
jurnalistik,jurnalistik
dituntut,tuntut
menyesuaikan,menyesuai
perubahan,rubah
perilaku,perilaku
masyarakat,masyarakat
kian,kian
terpola,terpola
mengakses,mengakses
informasi,informasi
digital,digital
problem,problem
masyarakat,masyarakat
kekurangan,kurang
informasi,informasi
kelimpahruahan,kelimpahruah
informasi,informasi
media,media
jurnalistik,jurnalistik
mempertahankan,mempertahan
standar,standar
jurnalisme,jurnalisme
baku,baku
mengikuti,mengikut
mode,mode
penyajian,penyaji
informasi,informasi
serba,serba
instan,instan
cepat,cepat
memperhatikan,memperhati
akurasi,akurasi
kelayakan,kelaya
ruang,ruang
publik,publik
media,media
jurnalistik,jurnalistik
masuk,masuk
habitat,habitat
kompetitornya,kompetitor
medsos,medsos
semestinya,semest
media,media
jurnalistik,jurnalistik
menampilkan,menampil
medsos,medsos
hoaks,hoaks
mesti,mesti
dilawan,dilaw
jurnalisme,jurnalisme
beradab,beradab
mencerahkan,mencerah
masyarakat,masyarakat
negara,negara
mesti,mesti
hadir,hadir
proteksi,proteksi
proteksi,proteksi
arti,arti
rigid,rigid
komitmen,komitmen
menciptakan,mencipta
iklim,iklim
bisnis,bisnis
media,media
sehat,sehat
perlakuan,perlaku
khusus,khusus
perusahaan,perusaha
medsos,medsos
mesin,mesin
pencari,pencar
e,e
commerce,commerce
asing,asing
memperlakukan,memperlaku
layaknya,layak
perusahaan,perusaha
media,media
perusahaan,perusaha
media,media
mesti,mesti
bayar,bayar
pajak,pajak
perusahaan,perusaha
media,media
asing,asing
bayar,bayar
pajak,pajak
perusahaan,perusaha
media,media
nasional,nasional
mesti,mesti
membayar,membayar
royalti,royalti
hak,hak
cipta,cipta
konten,konten
media,media
semestinya,semest
perusahaan,perusaha
asing,asing
membayar,membayar
memanfaatkan,manfaat
konten,konten
media,media
nasional,nasional
perusahaan,perusaha
media,media
berbadan,berbad
hukum,hukum
indonesia,indonesia
syarat,syarat
menjalankan,menjalan
bisnis,bisnis
media,media
berlaku,berla
perusahaan,perusaha
media,media
asing,asing
mempertahankan,mempertahan
eksistensi,eksistensi
media,media
massa,massa
nasional,nasional
pengertian,pengerti
menciptakan,mencipta
iklim,iklim
persaingan,persaing
usaha,usaha
seimbang,imbang
sehat,sehat
negara,negara
peserta,serta
konferensi,konferensi
asia,asia
afrika,afrika
1955,1955
sikap,sikap
tunduk,tunduk
polarisasi,polarisasi
perang,perang
dingin,dingin
memilih,memilih
netralitas,netralitas
strategi,strategi
mempertahankan,mempertahan
kedaulatan,daulat
netralitas,netralitas
bentuk,bentuk
resistensi,resistens
logika,logika
dominasi,dominasi
pelarian,lari
tanggung,tanggung
sejarah,sejarah
lahir,lahir
tekad,tekad
berdiri,berdir
subyek,subyek
politik,politik
tatanan,tatanan
dunia,dunia
dibelah,dibe
blok,blok
kekuasaan,kuasa
dunia,dunia
berubah,rubah
polarisasi,polarisasi
ideologis,ideologis
memudar,memudar
struktur,struktur
kekuasaan,kuasa
global,global
runtuh,runtuh
menyaksikan,menyaksi
transformasi,transformasi
dunia,dunia
bipolar,bipolar
dunia,dunia
semu,semu
multipolar,multipolar
kekuatan,kuat
kekuatan,kuat
muncul,muncul
sistem,sistem
ekonomi,ekonomi
politik,politik
menopang,menopang
ketimpangan,timpang
bertahan,bertah
kapitalisme,kapitalisme
global,global
melemah,lemah
menyesuaikan,menyesuai
wajah,wajah
lanskap,lanskap
negara,negara
negara,negara
global,global
south,south
terjebak,terjebak
struktur,struktur
relasi,relasi
timpang,timpang
perdagangan,perdagang
teknologi,teknologi
keuangan,uang
narasi,narasi
perang,perang
dagang,dagang
as,as
china,china
memanas,memanas
memperjelas,memperjelas
dinamika,dinamika
presiden,presiden
trump,trump
menerapkan,menerap
tarif,tarif
145,145
persen,persen
produk,produk
china,china
dalih,dalih
melindungi,lindung
industri,industri
domestik,domestik
menanggapi,menanggap
tuduhan,tuduh
keterlibatan,keterlibat
china,china
distribusi,distribusi
fentanil,fentanil
pasar,pasar
as,as
china,china
membalas,membalas
tarif,tarif
125,125
persen,persen
produk,produk
produk,produk
as,as
konflik,konflik
pertukaran,pertukar
kebijakan,kebija
fiskal,fiskal
perang,perang
simbol,simbol
dominasi,dominasi
kontrol,kontrol
ekonomi,ekonomi
dunia,dunia
dampaknya,dampak
dirasakan,rasa
negara,negara
negara,negara
global,global
south,south
terlibat,terlibat
langsung,langsung
pertarungan,pertarung
tarif,tarif
sanksi,sanksi
alat,alat
ekonomi,ekonomi
senjata,senjata
geopolitik,geopolitik
negara,negara
negara,negara
memiliki,milik
kekuatan,kuat
struktural,struktural
dipaksa,paksa
penonton,penonton
menanggung,menanggung
biaya,biaya
ekspor,ekspor
terganggu,terganggu
nilai,nilai
tukar,tukar
bergejolak,bergejolak
ketergantungan,ketergantung
pasar,pasar
pisau,pisau
bermata,bermata
keberpihakan,keberpiha
strategis,strategis
netralitas,netralitas
memperburuk,memperburuk
posisi,posisi
negara,negara
berkembang,berkembang
memiliki,milik
daya,daya
tawar,tawar
menghadapi,menghadap
tekanan,kanan
eksternal,eksternal
dunia,dunia
beroperasi,beroperas
logika,logika
sanksi,sanksi
tarif,tarif
menyediakan,menyedia
ruang,ruang
aman,aman
posisi,posisi
diam,diam
bicara,bicara
keberpihakan,keberpiha
ideologis,ideologis
era,era
perang,perang
dingin,dingin
butuhkan,butuh
netralitas,netralitas
keberpihakan,keberpiha
strategis,strategis
berpijak,berpijak
